id,title,release_date,popularity,vote_average,genre_ids,genres,year,revenue,budget
1241436,Warfare,2025-04-09,485.3223,7.158,"(10752, 28)","['War', 'Action']",2025,29865776.0,20000000.0
950387,A Minecraft Movie,2025-03-31,409.3111,6.3,"(10751, 35, 12, 14)","['Family', 'Comedy', 'Adventure', 'Fantasy']",2025,910163240.0,150000000.0
977294,Tin Soldier,2025-05-22,383.402,0.0,"(28, 53)","['Action', 'Thriller']",2025,0.0,45000000.0
1144430,Last Bullet,2025-05-06,377.9668,6.821,"(28, 80, 53)","['Action', 'Crime', 'Thriller']",2025,0.0,0.0
447273,Snow White,2025-03-12,313.0346,4.365,"(10751, 14)","['Family', 'Fantasy']",2025,204038186.0,270000000.0
986056,Thunderbolts*,2025-04-30,311.0163,7.509,"(28, 878, 12)","['Action', 'Science Fiction', 'Adventure']",2025,273954868.0,180000000.0
1197306,A Working Man,2025-03-26,278.6269,6.518,"(28, 80, 53)","['Action', 'Crime', 'Thriller']",2025,98652557.0,40000000.0
897160,Brave Citizen,2023-10-25,266.1092,7.1,"(28, 18, 35)","['Action', 'Drama', 'Comedy']",2023,2116112.0,0.0
1233069,Exterritorial,2025-04-29,263.8193,6.651,"(53, 28)","['Thriller', 'Action']",2025,0.0,0.0
1359977,Conjuring the Cult,2024-10-01,245.5828,4.231,"(27, 18)","['Horror', 'Drama']",2024,0.0,0.0
822119,Captain America: Brave New World,2025-02-12,193.3446,6.1,"(28, 53, 878)","['Action', 'Thriller', 'Science Fiction']",2025,415082730.0,180000000.0
1323784,Bad Influence,2025-01-24,181.7,5.634,"(53, 18, 10749)","['Thriller', 'Drama', 'Romance']",2025,0.0,0.0
710258,Rust,2025-05-01,175.7755,6.4,"(37,)",['Western'],2025,0.0,0.0
1260820,Stream,2024-02-06,173.257,6.813,"(27,)",['Horror'],2024,0.0,0.0
574475,Final Destination Bloodlines,2025-05-09,161.8712,7.2,"(27, 9648)","['Horror', 'Mystery']",2025,0.0,40000000.0
324544,In the Lost Lands,2025-02-27,161.4615,6.347,"(28, 14, 12)","['Action', 'Fantasy', 'Adventure']",2025,4755330.0,55000000.0
1153714,Death of a Unicorn,2025-03-27,142.4777,6.5,"(27, 14, 35, 12, 878)","['Horror', 'Fantasy', 'Comedy', 'Adventure', 'Science Fiction']",2025,15983827.0,15000000.0
668489,Havoc,2025-04-25,139.5356,6.518,"(28, 80, 53)","['Action', 'Crime', 'Thriller']",2025,0.0,90000000.0
1233413,Sinners,2025-04-16,125.2988,7.6,"(27, 53)","['Horror', 'Thriller']",2025,287139234.0,90000000.0
302946,The Accountant,2016-10-13,123.9035,7.1,"(80, 53, 18)","['Crime', 'Thriller', 'Drama']",2016,155160045.0,44000000.0
71689,Phineas and Ferb The Movie: Across the 2nd Dimension,2011-08-05,27.2743,7.077,"(16, 35, 10751, 10770, 878, 12, 28, 10402)","['Animation', 'Comedy', 'Family', 'TV Movie', 'Science Fiction', 'Adventure', 'Action', 'Music']",2011,0.0,0.0
1195430,Deva,2025-01-31,26.9864,6.021,"(28, 53, 9648, 80)","['Action', 'Thriller', 'Mystery', 'Crime']",2025,6705000.0,5882000.0
1118031,Apocalypse Z: The Beginning of the End,2024-10-04,26.8079,6.722,"(18, 28, 27)","['Drama', 'Action', 'Horror']",2024,500000.0,0.0
338952,Fantastic Beasts: The Crimes of Grindelwald,2018-11-14,26.7063,6.846,"(14, 12)","['Fantasy', 'Adventure']",2018,654900000.0,200000000.0
1312833,A Knight's War,2025-02-07,26.6826,5.4,"(27, 28, 14)","['Horror', 'Action', 'Fantasy']",2025,0.0,0.0
995926,"I, the Executioner",2024-09-13,26.4214,6.946,"(28, 80)","['Action', 'Crime']",2024,53453611.0,0.0
1101401,Sugar Baby,2024-10-15,26.1971,6.038,"(53, 35)","['Thriller', 'Comedy']",2024,0.0,0.0
1321952,"Sofia, the Possession",2024-10-31,26.085,6.6,"(27,)",['Horror'],2024,0.0,0.0
458897,Charlie's Angels,2019-11-14,25.7052,6.415,"(28, 12, 35)","['Action', 'Adventure', 'Comedy']",2019,73279888.0,48000000.0
371645,Hunt for the Wilderpeople,2016-03-31,26.5404,7.646,"(12, 35, 18)","['Adventure', 'Comedy', 'Drama']",2016,23900000.0,2500000.0
1233575,Black Bag,2025-03-12,26.4236,6.3,"(53, 9648, 18)","['Thriller', 'Mystery', 'Drama']",2025,34985600.0,50000000.0
10674,Mulan,1998-06-18,26.3285,7.906,"(16, 10751, 12)","['Animation', 'Family', 'Adventure']",1998,304320254.0,90000000.0
426063,Nosferatu,2024-12-25,26.2728,6.7,"(27, 14)","['Horror', 'Fantasy']",2024,180928503.0,50000000.0
1145608,Marcello Mio,2024-05-21,26.2036,5.8,"(35, 18)","['Comedy', 'Drama']",2024,0.0,0.0
1321326,The Haunted Apartment: “Miss K”,2024-12-25,26.1413,5.833,"(27, 53, 9648)","['Horror', 'Thriller', 'Mystery']",2024,0.0,0.0
9358,Final Destination 2,2003-01-31,25.9963,6.264,"(27, 9648)","['Horror', 'Mystery']",2003,90941129.0,26000000.0
348350,Solo: A Star Wars Story,2018-05-15,25.9911,6.558,"(878, 12, 28)","['Science Fiction', 'Adventure', 'Action']",2018,392952373.0,250000000.0
954,Mission: Impossible,1996-05-22,25.9088,6.996,"(12, 28, 53)","['Adventure', 'Action', 'Thriller']",1996,457696391.0,80000000.0
27205,Inception,2010-07-15,25.7196,8.368,"(28, 878, 12)","['Action', 'Science Fiction', 'Adventure']",2010,839030630.0,160000000.0
774370,Dog Man,2025-01-24,25.6676,7.786,"(16, 10751, 35, 12)","['Animation', 'Family', 'Comedy', 'Adventure']",2025,144205355.0,40000000.0
823464,Godzilla x Kong: The New Empire,2024-03-27,25.516,7.092,"(28, 12, 878)","['Action', 'Adventure', 'Science Fiction']",2024,571750016.0,150000000.0
14836,Coraline,2009-02-05,25.4187,7.9,"(16, 10751, 14)","['Animation', 'Family', 'Fantasy']",2009,185860104.0,60000000.0
1165067,Cosmic Chaos,2023-08-03,25.413,6.064,"(53, 878)","['Thriller', 'Science Fiction']",2023,0.0,0.0
1201176,Easter Bloody Easter,2024-03-25,25.3918,4.5,"(27, 35, 14)","['Horror', 'Comedy', 'Fantasy']",2024,0.0,0.0
198663,The Maze Runner,2014-09-10,25.3844,7.189,"(28, 9648, 878, 53)","['Action', 'Mystery', 'Science Fiction', 'Thriller']",2014,348319861.0,34000000.0
329865,Arrival,2016-11-10,25.3794,7.613,"(18, 878, 9648)","['Drama', 'Science Fiction', 'Mystery']",2016,203388186.0,47000000.0
298382,The Dressmaker,2015-10-29,25.3657,7.003,"(18, 35, 37)","['Drama', 'Comedy', 'Western']",2015,25003426.0,11930000.0
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,25.2151,8.42,"(12, 14, 28)","['Adventure', 'Fantasy', 'Action']",2001,871368364.0,93000000.0
1100782,Smile 2,2024-10-16,25.1524,6.592,"(27, 9648)","['Horror', 'Mystery']",2024,138128854.0,28000000.0
706503,Lost Bullet,2020-06-19,20.8168,6.611,"(28, 53, 80)","['Action', 'Thriller', 'Crime']",2020,0.0,0.0
13,Forrest Gump,1994-06-23,23.4192,8.5,"(35, 18, 10749)","['Comedy', 'Drama', 'Romance']",1994,677387716.0,55000000.0
299534,Avengers: Endgame,2019-04-24,22.8337,8.238,"(12, 878, 28)","['Adventure', 'Science Fiction', 'Action']",2019,2799439100.0,356000000.0
603692,John Wick: Chapter 4,2023-03-22,23.07,7.724,"(28, 53, 80)","['Action', 'Thriller', 'Crime']",2023,440157245.0,100000000.0
1125880,Swarm,2023-05-11,20.5519,4.5,"(18,)",['Drama'],2023,0.0,0.0
274855,Geostorm,2017-10-12,19.8804,6.124,"(28, 878, 53)","['Action', 'Science Fiction', 'Thriller']",2017,221600160.0,120000000.0
1084736,The Count of Monte Cristo,2024-06-28,21.6284,8.005,"(12, 28, 18)","['Adventure', 'Action', 'Drama']",2024,75360860.0,46000000.0
957119,Sidelined: The QB and Me,2025-02-06,22.2765,6.061,"(35, 10749)","['Comedy', 'Romance']",2025,0.0,0.0
1357633,Solo Leveling -ReAwakening-,2024-11-26,22.372,6.939,"(28, 12, 14, 16)","['Action', 'Adventure', 'Fantasy', 'Animation']",2024,6331827.0,0.0
944401,Dogman,2023-09-27,23.5994,7.903,"(28, 18, 80)","['Action', 'Drama', 'Crime']",2023,4082217.0,22700000.0
1217690,Homestead,2024-12-19,25.2873,6.104,"(53, 18, 28)","['Thriller', 'Drama', 'Action']",2024,20811864.0,5000000.0
400106,Bright,2017-12-22,20.3582,6.157,"(14, 28, 53)","['Fantasy', 'Action', 'Thriller']",2017,0.0,90000000.0
146233,Prisoners,2013-09-19,23.056,8.098,"(18, 53, 80)","['Drama', 'Thriller', 'Crime']",2013,122126687.0,46000000.0
414906,The Batman,2022-03-01,22.2644,7.7,"(80, 9648, 53)","['Crime', 'Mystery', 'Thriller']",2022,772319315.0,185000000.0
1122099,The Ballad of Wallis Island,2025-03-28,21.9986,7.105,"(35, 18, 10402)","['Comedy', 'Drama', 'Music']",2025,736965.0,0.0
1726,Iron Man,2008-04-30,21.8245,7.651,"(28, 878, 12)","['Action', 'Science Fiction', 'Adventure']",2008,585174222.0,140000000.0
1029235,Azrael,2024-09-27,21.6434,6.0,"(28, 27, 53)","['Action', 'Horror', 'Thriller']",2024,631272.0,12000000.0
228150,Fury,2014-10-15,21.5966,7.54,"(10752, 18, 28)","['War', 'Drama', 'Action']",2014,211817906.0,68000000.0
156022,The Equalizer,2014-09-24,21.577,7.28,"(53, 28, 80)","['Thriller', 'Action', 'Crime']",2014,192330738.0,55000000.0
557,Spider-Man,2002-05-01,21.5017,7.31,"(28, 878)","['Action', 'Science Fiction']",2002,821708551.0,139000000.0
672,Harry Potter and the Chamber of Secrets,2002-11-13,21.4595,7.7,"(12, 14)","['Adventure', 'Fantasy']",2002,876688482.0,100000000.0
980477,Ne Zha 2,2025-01-29,21.4425,7.908,"(16, 14, 12)","['Animation', 'Fantasy', 'Adventure']",2025,2188830000.0,80000000.0
216015,Fifty Shades of Grey,2015-02-11,21.2332,5.887,"(18, 10749, 53)","['Drama', 'Romance', 'Thriller']",2015,569651467.0,40000000.0
8587,The Lion King,1994-06-15,21.0824,8.258,"(10751, 16, 18)","['Family', 'Animation', 'Drama']",1994,763455561.0,45000000.0
1096838,Here After,2024-07-25,21.0503,5.336,"(27, 53)","['Horror', 'Thriller']",2024,0.0,0.0
921636,The Out-Laws,2023-07-07,18.7637,6.028,"(10749, 28, 35)","['Romance', 'Action', 'Comedy']",2023,0.0,0.0
698687,Transformers One,2024-09-11,20.232,8.091,"(16, 878, 12, 10751)","['Animation', 'Science Fiction', 'Adventure', 'Family']",2024,128888103.0,75000000.0
354912,Coco,2017-10-27,20.1584,8.2,"(10751, 16, 10402, 12)","['Family', 'Animation', 'Music', 'Adventure']",2017,807816196.0,175000000.0
1337395,Kiskisan,2024-09-27,18.6834,5.3,"(18,)",['Drama'],2024,0.0,0.0
447365,Guardians of the Galaxy Vol. 3,2023-05-03,19.7764,7.9,"(878, 12, 28, 35)","['Science Fiction', 'Adventure', 'Action', 'Comedy']",2023,845600000.0,250000000.0
1217379,Hellhound,2024-06-20,20.2767,6.6,"(28, 80, 53)","['Action', 'Crime', 'Thriller']",2024,0.0,1100000.0
475557,Joker,2019-10-01,22.2118,8.137,"(80, 53, 18)","['Crime', 'Thriller', 'Drama']",2019,1078958629.0,55000000.0
1302916,Heart Eyes,2025-02-06,20.5924,6.405,"(27, 35, 10749)","['Horror', 'Comedy', 'Romance']",2025,32947032.0,18000000.0
210577,Gone Girl,2014-10-01,22.766,7.89,"(9648, 53, 18)","['Mystery', 'Thriller', 'Drama']",2014,370890259.0,61000000.0
1390681,El Cas Àngelus. La fascinació de Dalí,2024-04-12,20.912,0.0,"(35, 18)","['Comedy', 'Drama']",2024,0.0,15800.0
76600,Avatar: The Way of Water,2022-12-14,19.4067,7.6,"(878, 12, 28)","['Science Fiction', 'Adventure', 'Action']",2022,2320250281.0,460000000.0
1282980,825 Forest Road,2025-04-24,20.3341,6.121,"(27, 53)","['Horror', 'Thriller']",2025,0.0,0.0
968171,Sex Education Mistresses,1973-11-20,13.9525,5.9,"(35,)",['Comedy'],1973,0.0,0.0
1261050,The Quiet Ones,2024-10-31,20.0149,5.83,"(28, 18)","['Action', 'Drama']",2024,0.0,0.0
18785,The Hangover,2009-06-02,19.8677,7.323,"(35,)",['Comedy'],2009,469310836.0,35000000.0
1885,The Karate Kid,1984-06-22,19.807,7.201,"(28, 12, 18, 10751)","['Action', 'Adventure', 'Drama', 'Family']",1984,130442786.0,8000000.0
297,Meet Joe Black,1998-11-12,19.6862,7.348,"(14, 18, 10749)","['Fantasy', 'Drama', 'Romance']",1998,142940100.0,90000000.0
979275,Mob Land,2023-08-04,19.3506,5.426,"(28, 80, 53)","['Action', 'Crime', 'Thriller']",2023,0.0,0.0
372962,Mai-chan's Daily Life,2016-02-25,16.3299,5.2,"(27,)",['Horror'],2016,0.0,0.0
335,Once Upon a Time in the West,1968-12-21,17.3223,8.3,"(18, 37)","['Drama', 'Western']",1968,5380118.0,5000000.0
292011,Richard Jewell,2019-12-13,17.2702,7.4,"(18,)",['Drama'],2019,33900000.0,45000000.0
1410082,Sniper: The Last Stand,2025-01-21,18.8359,6.692,"(28, 53)","['Action', 'Thriller']",2025,0.0,0.0
1138749,The Island,2023-07-21,19.6043,6.181,"(28, 80, 53)","['Action', 'Crime', 'Thriller']",2023,39773.0,0.0
177572,Big Hero 6,2014-10-24,20.2018,7.7,"(12, 10751, 16, 28, 35)","['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",2014,657870525.0,165000000.0
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,19.2072,7.809,"(12, 14, 28)","['Adventure', 'Fantasy', 'Action']",2003,655011224.0,140000000.0
1138194,Heretic,2024-10-31,20.3105,7.049,"(27, 53)","['Horror', 'Thriller']",2024,51913394.0,10000000.0
269149,Zootopia,2016-02-11,18.2674,7.747,"(16, 12, 10751, 35)","['Animation', 'Adventure', 'Family', 'Comedy']",2016,1023784195.0,150000000.0
1077328,Fuks 2,2023-12-25,16.9961,5.2,"(35, 28)","['Comedy', 'Action']",2023,0.0,0.0
129,Spirited Away,2001-07-20,20.4715,8.5,"(16, 10751, 14)","['Animation', 'Family', 'Fantasy']",2001,274925095.0,19000000.0
551332,The Two Popes,2019-11-27,17.8061,7.487,"(18, 36)","['Drama', 'History']",2019,232638.0,0.0
333339,Ready Player One,2018-03-28,17.3568,7.59,"(12, 28, 878)","['Adventure', 'Action', 'Science Fiction']",2018,607274134.0,175000000.0
1143407,Sky Force,2025-01-24,18.9625,6.426,"(28, 53, 10752, 36)","['Action', 'Thriller', 'War', 'History']",2025,0.0,0.0
541671,From the World of John Wick: Ballerina,2025-06-04,18.8102,0.0,"(28, 53, 80)","['Action', 'Thriller', 'Crime']",2025,0.0,0.0
85430,Girl Play,2004-07-11,18.293,5.958,"(35, 10749)","['Comedy', 'Romance']",2004,11522.0,1000000.0
218,The Terminator,1984-10-26,18.2299,7.665,"(28, 53, 878)","['Action', 'Thriller', 'Science Fiction']",1984,78371200.0,6400000.0
1407861,The Bayou,2025-01-31,18.1558,6.2,"(53, 27, 28)","['Thriller', 'Horror', 'Action']",2025,0.0,0.0
38757,Tangled,2010-11-24,17.8573,7.607,"(16, 10751, 12)","['Animation', 'Family', 'Adventure']",2010,592461732.0,260000000.0
507086,Jurassic World Dominion,2022-06-01,17.8452,6.663,"(12, 28, 878)","['Adventure', 'Action', 'Science Fiction']",2022,1001978080.0,465400000.0
680,Pulp Fiction,1994-09-10,17.7171,8.489,"(53, 80)","['Thriller', 'Crime']",1994,213928762.0,8000000.0
141,Donnie Darko,2001-01-19,17.621,7.77,"(14, 18, 9648)","['Fantasy', 'Drama', 'Mystery']",2001,7500000.0,4500000.0
505642,Black Panther: Wakanda Forever,2022-11-09,17.5933,7.062,"(28, 12, 878)","['Action', 'Adventure', 'Science Fiction']",2022,859102154.0,250000000.0
1225915,Jewel Thief: The Heist Begins,2025-04-25,117.2061,6.8,"(28, 53)","['Action', 'Thriller']",2025,0.0,0.0
1356236,Saint Catherine,2024-09-24,116.732,6.569,"(27,)",['Horror'],2024,0.0,0.0
1011477,Karate Kid: Legends,2025-05-08,114.4966,7.5,"(28, 12, 18)","['Action', 'Adventure', 'Drama']",2025,0.0,0.0
1124620,The Monkey,2025-02-14,109.3728,5.907,"(27, 35)","['Horror', 'Comedy']",2025,68758266.0,10000000.0
1403735,Laila,2025-02-14,105.737,5.0,"(35, 10749)","['Comedy', 'Romance']",2025,0.0,0.0
1241982,Moana 2,2024-11-21,104.1775,7.078,"(16, 12, 10751, 35)","['Animation', 'Adventure', 'Family', 'Comedy']",2024,1059544057.0,150000000.0
1151039,Nonnas,2025-05-01,99.2761,6.764,"(35,)",['Comedy'],2025,0.0,0.0
1094473,Bambi: A Life in the Woods,2024-10-16,97.4651,5.8,"(12, 10751)","['Adventure', 'Family']",2024,0.0,0.0
1471014,Van Gogh by Vincent,2025-03-26,96.9455,6.4,"(99,)",['Documentary'],2025,0.0,0.0
974576,Conclave,2024-10-25,84.5177,7.198,"(18, 53, 9648)","['Drama', 'Thriller', 'Mystery']",2024,115657988.0,20000000.0
1180906,Desert Dawn,2025-05-15,82.6916,9.0,"(28, 80, 9648, 53)","['Action', 'Crime', 'Mystery', 'Thriller']",2025,0.0,1500000.0
762509,Mufasa: The Lion King,2024-12-18,81.8563,7.41,"(12, 10751, 16)","['Adventure', 'Family', 'Animation']",2024,721046090.0,200000000.0
1469239,Karol G: Tomorrow Was Beautiful,2025-04-30,80.6675,8.215,"(10402, 99)","['Music', 'Documentary']",2025,0.0,0.0
575265,Mission: Impossible - The Final Reckoning,2025-05-17,79.4408,8.3,"(28, 12, 53)","['Action', 'Adventure', 'Thriller']",2025,0.0,400000000.0
939243,Sonic the Hedgehog 3,2024-12-19,78.2961,7.721,"(28, 878, 35, 10751)","['Action', 'Science Fiction', 'Comedy', 'Family']",2024,486018457.0,122000000.0
1276073,Bullet Train Explosion,2025-04-23,75.3528,6.883,"(28, 53, 80, 18)","['Action', 'Thriller', 'Crime', 'Drama']",2025,0.0,0.0
464052,Wonder Woman 1984,2020-12-16,73.9787,6.412,"(28, 12, 14)","['Action', 'Adventure', 'Fantasy']",2020,169601036.0,200000000.0
1092899,The Siege,2023-03-10,72.9777,5.378,"(28, 53)","['Action', 'Thriller']",2023,0.0,0.0
974573,Another Simple Favor,2025-03-07,72.4355,6.1,"(53, 35, 80)","['Thriller', 'Comedy', 'Crime']",2025,0.0,0.0
419430,Get Out,2017-02-24,71.8943,7.618,"(9648, 53, 27)","['Mystery', 'Thriller', 'Horror']",2017,255407969.0,4500000.0
1050035,Monster,2023-06-02,17.4377,7.975,"(9648, 53, 18)","['Mystery', 'Thriller', 'Drama']",2023,0.0,0.0
271110,Captain America: Civil War,2016-04-27,17.387,7.446,"(12, 28, 878)","['Adventure', 'Action', 'Science Fiction']",2016,1155046416.0,250000000.0
1077782,Old Guy,2024-12-13,17.3257,5.8,"(28, 35)","['Action', 'Comedy']",2024,0.0,0.0
940551,Migration,2023-12-06,17.1745,7.393,"(16, 12, 35, 10751)","['Animation', 'Adventure', 'Comedy', 'Family']",2023,298776052.0,72000000.0
170,28 Days Later,2002-10-31,17.0782,7.234,"(27, 53, 878)","['Horror', 'Thriller', 'Science Fiction']",2002,84661434.0,8000000.0
653346,Kingdom of the Planet of the Apes,2024-05-08,17.0453,7.1,"(878, 12, 28, 18, 53)","['Science Fiction', 'Adventure', 'Action', 'Drama', 'Thriller']",2024,397378150.0,160000000.0
11324,Shutter Island,2010-02-14,17.0234,8.201,"(18, 53, 9648)","['Drama', 'Thriller', 'Mystery']",2010,294804195.0,80000000.0
639720,IF,2024-05-08,16.9135,7.068,"(35, 14, 10751)","['Comedy', 'Fantasy', 'Family']",2024,190309707.0,110000000.0
911430,F1 The Movie,2025-06-23,16.9094,0.0,"(28, 18)","['Action', 'Drama']",2025,0.0,0.0
4348,Pride & Prejudice,2005-09-16,16.9067,8.1,"(18, 10749)","['Drama', 'Romance']",2005,124604345.0,28000000.0
843527,The Idea of You,2024-05-02,16.9027,7.38,"(10749, 18, 35)","['Romance', 'Drama', 'Comedy']",2024,36178.0,0.0
1422211,The Pursuit of Lust,2025-01-23,16.8897,5.875,"(10749, 18)","['Romance', 'Drama']",2025,0.0,0.0
640,Catch Me If You Can,2002-12-16,16.8629,7.977,"(18, 80)","['Drama', 'Crime']",2002,352114312.0,52000000.0
766507,Prey,2022-08-02,16.7658,7.693,"(53, 28, 878)","['Thriller', 'Action', 'Science Fiction']",2022,0.0,65000000.0
1093237,Hurry Up Tomorrow,2025-05-14,16.7649,5.8,"(53, 10402)","['Thriller', 'Music']",2025,0.0,15000000.0
670,Oldboy,2003-11-21,16.7624,8.251,"(18, 53, 9648, 28)","['Drama', 'Thriller', 'Mystery', 'Action']",2003,17500000.0,3000000.0
99861,Avengers: Age of Ultron,2015-04-22,16.6977,7.271,"(28, 12, 878)","['Action', 'Adventure', 'Science Fiction']",2015,1405403694.0,365000000.0
637649,Wrath of Man,2021-04-22,16.6693,7.616,"(28, 80, 53)","['Action', 'Crime', 'Thriller']",2021,103966489.0,40000000.0
516632,The Empty Man,2020-10-22,16.6625,6.159,"(27, 9648, 53)","['Horror', 'Mystery', 'Thriller']",2020,4796993.0,16000000.0
111,Scarface,1983-12-09,16.4353,8.161,"(28, 80, 18)","['Action', 'Crime', 'Drama']",1983,66023329.0,25000000.0
1333099,Dalia and the Red Book,2024-10-17,16.3244,7.3,"(12, 18, 14, 16)","['Adventure', 'Drama', 'Fantasy', 'Animation']",2024,0.0,0.0
710295,Wolf Man,2025-01-15,16.195,6.369,"(27, 53)","['Horror', 'Thriller']",2025,34861127.0,25000000.0
82023,Hotel Desire,2011-12-07,16.1795,6.0,"(18, 10749)","['Drama', 'Romance']",2011,0.0,230758.0
484247,A Simple Favor,2018-09-13,16.0124,6.6,"(53, 80, 35)","['Thriller', 'Crime', 'Comedy']",2018,97644617.0,20000000.0
661539,A Complete Unknown,2024-12-18,15.8918,7.16,"(18, 10402)","['Drama', 'Music']",2024,138003641.0,65000000.0
293670,The Wailing,2016-05-12,15.8897,7.365,"(27, 9648)","['Horror', 'Mystery']",2016,49851770.0,10951000.0
121,The Lord of the Rings: The Two Towers,2002-12-18,15.879,8.404,"(12, 14, 28)","['Adventure', 'Fantasy', 'Action']",2002,926287400.0,79000000.0
1217876,Ellie and the Monster Team,2024-06-27,15.8745,5.6,"(16, 10751, 35)","['Animation', 'Family', 'Comedy']",2024,0.0,0.0
549509,The Brutalist,2024-12-20,15.8665,7.049,"(18,)",['Drama'],2024,50145227.0,9600000.0
330459,Rogue One: A Star Wars Story,2016-12-14,15.8401,7.495,"(28, 12, 878)","['Action', 'Adventure', 'Science Fiction']",2016,1056057273.0,200000000.0
82702,How to Train Your Dragon 2,2014-06-05,15.7692,7.672,"(14, 28, 12, 16, 35, 10751)","['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",2014,621537519.0,145000000.0
10138,Iron Man 2,2010-04-28,15.7627,6.849,"(12, 28, 878)","['Adventure', 'Action', 'Science Fiction']",2010,623933331.0,200000000.0
846422,The Old Guard 2,2025-07-01,15.7315,0.0,"(28, 14)","['Action', 'Fantasy']",2025,0.0,0.0
957452,The Crow,2024-08-21,15.7258,5.855,"(28, 14, 27)","['Action', 'Fantasy', 'Horror']",2024,24109036.0,50000000.0
707610,Bosomy Mom,2020-05-06,15.7165,5.9,"(18, 10749)","['Drama', 'Romance']",2020,0.0,0.0
