id,title,release_date,popularity,vote_average,genre_ids,genres,year,revenue,budget
1182387,Armor,2024-10-30,11.4014,5.653,"(28, 80, 53, 18)","['Action', 'Crime', 'Thriller', 'Drama']",2024,0.0,11500000.0
1086497,The Penguin Lessons,2025-03-27,11.1038,7.2,"(18,)",['Drama'],2025,6668700.0,0.0
1241320,Kingdom 4: Return of the Great General,2024-07-12,11.4634,6.789,"(28, 12)","['Action', 'Adventure']",2024,54114815.0,0.0
842675,The Wandering Earth II,2023-01-22,10.2831,7.293,"(878,)",['Science Fiction'],2023,615023132.0,73800000.0
9659,Mad Max,1979-04-12,10.5184,6.679,"(12, 28, 53, 878)","['Adventure', 'Action', 'Thriller', 'Science Fiction']",1979,100000000.0,350000.0
50646,"Crazy, Stupid, Love.",2011-07-29,11.033,7.267,"(35, 18, 10749)","['Comedy', 'Drama', 'Romance']",2011,145079584.0,50000000.0
607,Men in Black,1997-07-02,9.9628,7.206,"(28, 12, 35, 878)","['Action', 'Adventure', 'Comedy', 'Science Fiction']",1997,589400000.0,90000000.0
812,Aladdin,1992-11-25,10.8349,7.652,"(16, 10751, 12, 14, 10749)","['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']",1992,504050219.0,28000000.0
1422,The Departed,2006-10-04,9.8895,8.16,"(18, 53, 80)","['Drama', 'Thriller', 'Crime']",2006,291465000.0,90000000.0
1272149,Bridget Jones: Mad About the Boy,2025-02-12,12.1671,6.631,"(10749, 35, 18)","['Romance', 'Comedy', 'Drama']",2025,134865435.0,50000000.0
265208,Wild Card,2015-01-14,10.2181,5.688,"(53, 80, 28)","['Thriller', 'Crime', 'Action']",2015,6738764.0,30000000.0
453395,Doctor Strange in the Multiverse of Madness,2022-05-04,53.4566,7.3,"(14, 28, 12)","['Fantasy', 'Action', 'Adventure']",2022,955775804.0,200000000.0
353081,Mission: Impossible - Fallout,2018-07-13,52.3999,7.4,"(28, 12)","['Action', 'Adventure']",2018,791658205.0,178000000.0
1244944,The Woman in the Yard,2025-03-27,52.3948,6.256,"(27, 9648)","['Horror', 'Mystery']",2025,23175799.0,12000000.0
1083968,Locked,2025-03-20,52.1365,6.273,"(53,)",['Thriller'],2025,2536641.0,0.0
502356,The Super Mario Bros. Movie,2023-04-05,51.9612,7.622,"(10751, 35, 12, 16)","['Family', 'Comedy', 'Adventure', 'Animation']",2023,1362000000.0,100000000.0
811941,Devara: Part 1,2024-09-26,51.7156,6.995,"(28, 18)","['Action', 'Drama']",2024,49520000.0,31764000.0
552524,Lilo & Stitch,2025-05-21,51.7026,0.0,"(10751, 35, 878)","['Family', 'Comedy', 'Science Fiction']",2025,0.0,150000000.0
458156,John Wick: Chapter 3 - Parabellum,2019-05-15,51.5197,7.442,"(28, 53, 80)","['Action', 'Thriller', 'Crime']",2019,326709727.0,55000000.0
1212855,Fight or Flight,2025-04-03,50.7652,5.9,"(28, 35, 53)","['Action', 'Comedy', 'Thriller']",2025,2482071.0,40000000.0
912649,Venom: The Last Dance,2024-10-22,50.647,6.751,"(28, 878, 12)","['Action', 'Science Fiction', 'Adventure']",2024,478103649.0,120000000.0
533535,Deadpool & Wolverine,2024-07-24,50.4385,7.597,"(28, 35, 878)","['Action', 'Comedy', 'Science Fiction']",2024,1338073645.0,200000000.0
1049171,The Temptation,2022-12-15,49.8109,5.212,"(18,)",['Drama'],2022,0.0,0.0
353491,The Dark Tower,2017-08-03,49.3905,5.773,"(14, 28, 878)","['Fantasy', 'Action', 'Science Fiction']",2017,113231078.0,60000000.0
696506,Mickey 17,2025-02-28,48.7051,6.899,"(878, 35, 12)","['Science Fiction', 'Comedy', 'Adventure']",2025,131847147.0,118000000.0
1189423,The Sloth Lane,2024-07-25,48.3135,6.5,"(16, 10751)","['Animation', 'Family']",2024,349698.0,0.0
315837,Ghost in the Shell,2017-03-29,48.15,6.091,"(878, 18, 28)","['Science Fiction', 'Drama', 'Action']",2017,169801921.0,110000000.0
1064486,Memoir of a Snail,2024-10-17,48.1253,8.073,"(16, 18, 35)","['Animation', 'Drama', 'Comedy']",2024,6780428.0,4350000.0
384018,Fast & Furious Presents: Hobbs & Shaw,2019-08-01,47.8002,6.8,"(28, 12, 35)","['Action', 'Adventure', 'Comedy']",2019,760098996.0,200000000.0
1184918,The Wild Robot,2024-09-12,47.3055,8.318,"(16, 878, 10751)","['Animation', 'Science Fiction', 'Family']",2024,331982078.0,78000000.0
933260,The Substance,2024-09-07,46.6219,7.146,"(27, 878)","['Horror', 'Science Fiction']",2024,76506196.0,17500000.0
2493,The Princess Bride,1987-09-25,11.3546,7.7,"(12, 10751, 14, 35, 10749)","['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",1987,30900000.0,16000000.0
299537,Captain Marvel,2019-03-06,11.3525,6.802,"(28, 12, 878)","['Action', 'Adventure', 'Science Fiction']",2019,1131416446.0,152000000.0
508947,Turning Red,2022-03-10,11.3509,7.35,"(16, 10751, 35, 14)","['Animation', 'Family', 'Comedy', 'Fantasy']",2022,21328962.0,175000000.0
645710,The Voyeurs,2021-08-25,11.3391,6.559,"(53,)",['Thriller'],2021,0.0,0.0
1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025-07-18,11.3318,0.0,"(16, 28, 14, 53)","['Animation', 'Action', 'Fantasy', 'Thriller']",2025,0.0,0.0
719221,Tarot,2024-05-01,11.2374,6.465,"(27,)",['Horror'],2024,49256239.0,8000000.0
205596,The Imitation Game,2014-11-14,11.1928,7.994,"(36, 18, 53, 10752)","['History', 'Drama', 'Thriller', 'War']",2014,233555708.0,14000000.0
974931,Totally Killer,2023-09-28,11.1373,6.831,"(27, 35, 878)","['Horror', 'Comedy', 'Science Fiction']",2023,0.0,0.0
77,Memento,2000-10-11,11.1026,8.179,"(9648, 53)","['Mystery', 'Thriller']",2000,40047236.0,9000000.0
197,Braveheart,1995-05-24,11.0976,7.944,"(28, 18, 36, 10752)","['Action', 'Drama', 'History', 'War']",1995,213216216.0,72000000.0
281957,The Revenant,2015-12-25,11.0886,7.5,"(37, 18, 12)","['Western', 'Drama', 'Adventure']",2015,532950503.0,135000000.0
372049,My Friend's Wife,2015-12-03,11.0811,6.5,"(10749,)",['Romance'],2015,0.0,0.0
784524,Magazine Dreams,2025-03-21,11.0287,6.458,"(18,)",['Drama'],2025,1076099.0,0.0
8363,Superbad,2007-08-17,11.0287,7.256,"(35,)",['Comedy'],2007,170800000.0,20000000.0
508883,The Boy and the Heron,2023-07-14,10.9887,7.447,"(16, 12, 14, 10751, 18)","['Animation', 'Adventure', 'Fantasy', 'Family', 'Drama']",2023,294200000.0,50000000.0
893723,PAW Patrol: The Mighty Movie,2023-09-21,10.9761,7.068,"(10751, 35, 12, 16)","['Family', 'Comedy', 'Adventure', 'Animation']",2023,202231360.0,30000000.0
1244361,Operation Undead,2024-07-20,10.943,3.929,"(27, 28, 53, 10752)","['Horror', 'Action', 'Thriller', 'War']",2024,0.0,0.0
483456,Peacemaker Kurogane: Belief,2018-06-02,10.928,5.125,"(16, 36, 28, 18, 14, 10749)","['Animation', 'History', 'Action', 'Drama', 'Fantasy', 'Romance']",2018,0.0,0.0
89,Indiana Jones and the Last Crusade,1989-05-24,10.9211,7.847,"(12, 28)","['Adventure', 'Action']",1989,474171806.0,48000000.0
220882,London Fields,2018-09-20,10.1292,5.1,"(80, 53)","['Crime', 'Thriller']",2018,487420.0,8000000.0
28,Apocalypse Now,1979-05-19,10.905,8.271,"(18, 10752)","['Drama', 'War']",1979,150000000.0,31500000.0
588648,Dragonkeeper,2024-04-11,10.17,7.678,"(16, 10751, 28, 12, 14)","['Animation', 'Family', 'Action', 'Adventure', 'Fantasy']",2024,6206231.0,25600000.0
1462199,How to Tame a Silver Fox,2025-04-07,10.6413,6.6,"(10749, 35)","['Romance', 'Comedy']",2025,0.0,0.0
374720,Dunkirk,2017-07-19,10.3735,7.451,"(10752, 28, 18)","['War', 'Action', 'Drama']",2017,527000000.0,150000000.0
870360,The Day the Earth Blew Up: A Looney Tunes Movie,2024-08-01,10.8439,7.5,"(10751, 35, 12, 16, 878)","['Family', 'Comedy', 'Adventure', 'Animation', 'Science Fiction']",2024,12641938.0,15000000.0
1100287,Making of The Last of Us,2023-03-12,10.8437,6.8,"(99,)",['Documentary'],2023,0.0,0.0
76338,Thor: The Dark World,2013-10-30,10.8351,6.516,"(28, 12, 14)","['Action', 'Adventure', 'Fantasy']",2013,644783140.0,170000000.0
1359,American Psycho,2000-04-13,10.8295,7.403,"(53, 18, 80)","['Thriller', 'Drama', 'Crime']",2000,34300000.0,7000000.0
3933,Corpse Bride,2005-09-12,10.8191,7.578,"(10749, 14, 16)","['Romance', 'Fantasy', 'Animation']",2005,118133252.0,40000000.0
4951,10 Things I Hate About You,1999-03-30,10.8036,7.594,"(35, 10749, 18)","['Comedy', 'Romance', 'Drama']",1999,53478166.0,16000000.0
18240,The Proposal,2009-06-02,10.7813,7.153,"(35, 10749, 18)","['Comedy', 'Romance', 'Drama']",2009,317400000.0,40000000.0
1091,The Thing,1982-06-25,10.7765,8.068,"(27, 9648, 878)","['Horror', 'Mystery', 'Science Fiction']",1982,19629760.0,15000000.0
396422,Annabelle: Creation,2017-08-03,10.7667,6.6,"(27,)",['Horror'],2017,306592201.0,15000000.0
57158,The Hobbit: The Desolation of Smaug,2013-12-11,10.7551,7.57,"(14, 12, 28)","['Fantasy', 'Adventure', 'Action']",2013,958400000.0,250000000.0
207,Dead Poets Society,1989-06-02,10.7285,8.302,"(18,)",['Drama'],1989,235900000.0,16400000.0
1771,Captain America: The First Avenger,2011-07-22,10.717,7.001,"(28, 12, 878)","['Action', 'Adventure', 'Science Fiction']",2011,370569774.0,140000000.0
334541,Manchester by the Sea,2016-11-17,10.7039,7.547,"(18,)",['Drama'],2016,79000000.0,9000000.0
974950,Emilia Pérez,2024-08-21,10.6616,6.674,"(18, 53)","['Drama', 'Thriller']",2024,16302703.0,26000000.0
50270,Paprika,1991-02-13,10.6566,7.1,"(18,)",['Drama'],1991,0.0,0.0
1892,Return of the Jedi,1983-05-25,10.5795,7.9,"(12, 28, 878)","['Adventure', 'Action', 'Science Fiction']",1983,572700000.0,32350000.0
1145725,Tyler Perry's Duplicity,2025-03-19,10.5716,6.6,"(53, 18)","['Thriller', 'Drama']",2025,0.0,0.0
21972,Like Mike,2002-07-03,8.902,6.091,"(10751, 35, 14)","['Family', 'Comedy', 'Fantasy']",2002,62300000.0,30000000.0
1222064,River of Blood,2024-08-29,10.7874,5.979,"(27, 53)","['Horror', 'Thriller']",2024,0.0,0.0
39513,Paul,2011-02-14,10.4473,6.733,"(12, 35, 878)","['Adventure', 'Comedy', 'Science Fiction']",2011,98000000.0,40000000.0
1100856,Whisper of the Witch,2024-06-13,10.7994,6.5,"(27, 53)","['Horror', 'Thriller']",2024,0.0,0.0
677179,Creed III,2023-03-01,9.7748,7.112,"(18, 28)","['Drama', 'Action']",2023,275300000.0,75000000.0
399566,Godzilla vs. Kong,2021-03-24,10.4527,7.574,"(28, 878, 12)","['Action', 'Science Fiction', 'Adventure']",2021,470116094.0,200000000.0
13183,Watchmen,2009-03-04,10.0716,7.337,"(9648, 28, 878)","['Mystery', 'Action', 'Science Fiction']",2009,185258983.0,130000000.0
98566,Teenage Mutant Ninja Turtles,2014-08-07,10.116,5.913,"(878, 28, 12, 35)","['Science Fiction', 'Action', 'Adventure', 'Comedy']",2014,485004754.0,125000000.0
594767,Shazam! Fury of the Gods,2023-03-15,9.7939,6.48,"(35, 28, 14)","['Comedy', 'Action', 'Fantasy']",2023,134038006.0,125000000.0
805320,Bird Box Barcelona,2023-07-14,9.9298,5.921,"(53, 878, 27)","['Thriller', 'Science Fiction', 'Horror']",2023,0.0,19800000.0
100402,Captain America: The Winter Soldier,2014-03-20,9.1466,7.655,"(28, 12, 878)","['Action', 'Adventure', 'Science Fiction']",2014,714766572.0,170000000.0
1186532,The Forge,2024-08-22,9.1386,8.328,"(18, 10751)","['Drama', 'Family']",2024,40392664.0,5000000.0
1135869,Salome,2023-05-13,10.4594,10.0,"(18, 10749)","['Drama', 'Romance']",2023,0.0,0.0
781732,Animal,2023-12-01,10.4439,6.275,"(28, 80, 18)","['Action', 'Crime', 'Drama']",2023,108300000.0,13000000.0
1079091,It Ends with Us,2024-08-07,10.4426,7.031,"(18, 10749)","['Drama', 'Romance']",2024,350993761.0,25000000.0
18239,The Twilight Saga: New Moon,2009-11-18,10.4245,5.992,"(12, 14, 18, 10749)","['Adventure', 'Fantasy', 'Drama', 'Romance']",2009,709827462.0,50000000.0
1412113,Squid Game: Making Season 2,2025-01-02,10.405,8.5,"(99,)",['Documentary'],2025,0.0,0.0
162,Edward Scissorhands,1990-12-07,10.3942,7.716,"(14, 18, 10749)","['Fantasy', 'Drama', 'Romance']",1990,86024005.0,20000000.0
377579,Gatao,2015-07-05,10.3926,5.0,"(80, 28)","['Crime', 'Action']",2015,2546192.0,0.0
630,The Wizard of Oz,1939-08-15,10.3843,7.6,"(12, 14, 10751)","['Adventure', 'Fantasy', 'Family']",1939,33754967.0,2777000.0
232672,Blended,2014-05-21,10.3297,6.886,"(35, 10749)","['Comedy', 'Romance']",2014,128000000.0,40000000.0
9487,A Bug's Life,1998-11-25,10.3255,6.972,"(10751, 16, 12, 35)","['Family', 'Animation', 'Adventure', 'Comedy']",1998,363258859.0,80000000.0
763215,Damsel,2024-03-07,10.3081,7.022,"(14, 28, 12)","['Fantasy', 'Action', 'Adventure']",2024,5000.0,60000000.0
49013,Cars 2,2011-06-11,10.3073,6.147,"(16, 10751, 12, 35)","['Animation', 'Family', 'Adventure', 'Comedy']",2011,559852396.0,200000000.0
1201012,Dhoom Dhaam,2025-02-13,10.2705,6.679,"(35, 10749, 28)","['Comedy', 'Romance', 'Action']",2025,0.0,0.0
592983,Spellbound,2024-11-22,10.2698,6.725,"(16, 14, 10751, 12, 35)","['Animation', 'Fantasy', 'Family', 'Adventure', 'Comedy']",2024,0.0,0.0
705862,Red,2020-02-21,10.2524,4.7,"(10749,)",['Romance'],2020,0.0,0.0
124905,Godzilla,2014-05-14,10.2484,6.345,"(28, 18, 878)","['Action', 'Drama', 'Science Fiction']",2014,524978362.0,160000000.0
9323,Ghost in the Shell,1995-11-18,10.2165,7.9,"(28, 16, 878)","['Action', 'Animation', 'Science Fiction']",1995,10000000.0,3000000.0
73861,A Serbian Film,2010-06-16,10.17,5.461,"(80, 27, 53)","['Crime', 'Horror', 'Thriller']",2010,0.0,0.0
1144932,Queen of the Ring,2025-03-07,10.118,7.3,"(18,)",['Drama'],2025,0.0,0.0
1136867,Materialists,2025-06-11,10.0494,0.0,"(10749, 18, 35)","['Romance', 'Drama', 'Comedy']",2025,0.0,0.0
120467,The Grand Budapest Hotel,2014-02-26,9.7986,8.042,"(35, 18)","['Comedy', 'Drama']",2014,174600318.0,30000000.0
153104,Wicked Minds,2003-03-01,12.2292,6.43,"(9648, 18, 10749, 53)","['Mystery', 'Drama', 'Romance', 'Thriller']",2003,0.0,0.0
11970,Hercules,1997-06-13,10.0383,7.498,"(16, 10751, 14, 12, 35, 10749)","['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']",1997,252712101.0,85000000.0
23168,The Town,2010-09-15,10.033,7.218,"(80, 18, 53)","['Crime', 'Drama', 'Thriller']",2010,154026136.0,37000000.0
2142,Cop Land,1997-08-15,10.0282,6.786,"(80, 18, 53)","['Crime', 'Drama', 'Thriller']",1997,44862187.0,15000000.0
399579,Alita: Battle Angel,2019-01-31,8.6846,7.24,"(28, 878, 12)","['Action', 'Science Fiction', 'Adventure']",2019,405000000.0,170000000.0
1079485,Winnie-the-Pooh: Blood and Honey 2,2024-03-26,9.9983,5.996,"(27, 53)","['Horror', 'Thriller']",2024,7582541.0,500000.0
9802,The Rock,1996-06-07,9.6284,7.131,"(28, 12, 53)","['Action', 'Adventure', 'Thriller']",1996,335062621.0,75000000.0
334543,Lion,2016-11-24,9.8644,8.047,"(18,)",['Drama'],2016,140312928.0,12000000.0
509,Notting Hill,1999-05-21,9.8508,7.3,"(10749, 35)","['Romance', 'Comedy']",1999,363889678.0,42000000.0
11969,Tombstone,1993-12-25,9.8113,7.6,"(37, 28)","['Western', 'Action']",1993,56500000.0,25000000.0
1190462,Breathing In,2023-10-18,9.7598,4.969,"(27, 53, 18)","['Horror', 'Thriller', 'Drama']",2023,0.0,0.0
996821,You're Cordially Invited,2025-01-29,9.7478,5.886,"(35,)",['Comedy'],2025,0.0,0.0
558449,Gladiator II,2024-11-13,43.5733,6.741,"(28, 12, 18)","['Action', 'Adventure', 'Drama']",2024,458718000.0,310000000.0
1022789,Inside Out 2,2024-06-11,43.5532,7.557,"(16, 12, 35, 10751)","['Animation', 'Adventure', 'Comedy', 'Family']",2024,1698863816.0,200000000.0
539972,Kraven the Hunter,2024-12-11,43.5345,6.6,"(28, 12, 53)","['Action', 'Adventure', 'Thriller']",2024,59184643.0,120000000.0
519182,Despicable Me 4,2024-06-20,43.0135,7.045,"(16, 10751, 35, 878)","['Animation', 'Family', 'Comedy', 'Science Fiction']",2024,969280910.0,100000000.0
181812,Star Wars: The Rise of Skywalker,2019-12-18,42.5998,6.3,"(12, 28, 878)","['Adventure', 'Action', 'Science Fiction']",2019,1074144248.0,416000000.0
1076291,Operation Storm,2023-01-17,42.0737,6.5,"(10752, 18)","['War', 'Drama']",2023,0.0,0.0
1064213,Anora,2024-10-14,41.7457,7.0,"(18, 35, 10749)","['Drama', 'Comedy', 'Romance']",2024,56286295.0,6000000.0
402,Basic Instinct,1992-03-20,41.6562,6.933,"(53, 9648)","['Thriller', 'Mystery']",1992,352927224.0,49000000.0
950784,Flame of Recca: Final Burning,2004-06-10,40.6487,9.5,"(16, 28)","['Animation', 'Action']",2004,0.0,0.0
395834,Wind River,2017-08-03,40.1476,7.4,"(80, 9648, 53)","['Crime', 'Mystery', 'Thriller']",2017,44998252.0,11000000.0
1156593,Your Fault,2024-12-26,40.025,7.1,"(10749, 18)","['Romance', 'Drama']",2024,0.0,0.0
1293286,Gunslingers,2025-04-11,39.0118,6.549,"(37, 28)","['Western', 'Action']",2025,0.0,0.0
157336,Interstellar,2014-11-05,38.994,8.455,"(12, 18, 878)","['Adventure', 'Drama', 'Science Fiction']",2014,746606706.0,165000000.0
1232546,Until Dawn,2025-04-23,38.7847,6.263,"(27, 9648)","['Horror', 'Mystery']",2025,44252809.0,15000000.0
823219,Flow,2024-08-29,38.6624,8.196,"(16, 14, 12)","['Animation', 'Fantasy', 'Adventure']",2024,17660107.0,3700000.0
1038392,The Conjuring: Last Rites,2025-09-04,38.6548,0.0,"(27,)",['Horror'],2025,0.0,0.0
126889,Alien: Covenant,2017-05-09,38.5285,6.2,"(878, 27, 53)","['Science Fiction', 'Horror', 'Thriller']",2017,240891763.0,97000000.0
25694,Alice in Wonderland,1933-12-18,9.7151,5.983,"(10751, 14, 35)","['Family', 'Fantasy', 'Comedy']",1933,0.0,0.0
1081012,Aftermath,2024-09-27,9.7127,6.248,"(28, 53)","['Action', 'Thriller']",2024,0.0,0.0
678512,Sound of Freedom,2023-07-03,9.7031,7.991,"(28, 18)","['Action', 'Drama']",2023,250600000.0,14500000.0
820525,After Everything,2023-09-13,9.6819,6.901,"(10749, 18)","['Romance', 'Drama']",2023,10644463.0,14000000.0
341174,Fifty Shades Darker,2017-02-08,9.6496,6.486,"(18, 10749)","['Drama', 'Romance']",2017,381545846.0,55000000.0
429617,Spider-Man: Far From Home,2019-06-28,34.3466,7.41,"(28, 12, 878)","['Action', 'Adventure', 'Science Fiction']",2019,1131927996.0,160000000.0
569094,Spider-Man: Across the Spider-Verse,2023-05-31,35.5206,8.3,"(16, 28, 12, 878)","['Animation', 'Action', 'Adventure', 'Science Fiction']",2023,690897910.0,100000000.0
927342,Amaran,2024-10-31,37.2227,7.383,"(28, 18, 12, 10752)","['Action', 'Drama', 'Adventure', 'War']",2024,39200000.0,14700000.0
36557,Casino Royale,2006-11-14,33.8109,7.558,"(12, 28, 53)","['Adventure', 'Action', 'Thriller']",2006,599045960.0,150000000.0
1125899,Cleaner,2025-02-19,35.9221,6.62,"(28, 53)","['Action', 'Thriller']",2025,1314073.0,0.0
476669,The King's Man,2021-12-22,33.8291,6.747,"(28, 12, 53)","['Action', 'Adventure', 'Thriller']",2021,125897478.0,100000000.0
395990,Death Wish,2018-03-02,32.9135,6.188,"(28, 80, 53, 18)","['Action', 'Crime', 'Thriller', 'Drama']",2018,34017028.0,30000000.0
1011985,Kung Fu Panda 4,2024-03-02,35.4768,7.1,"(16, 10751, 28, 35, 12, 14)","['Animation', 'Family', 'Action', 'Comedy', 'Adventure', 'Fantasy']",2024,548040835.0,80000000.0
760497,The Match,2025-03-26,31.7962,7.12,"(18,)",['Drama'],2025,0.0,0.0
575264,Mission: Impossible - Dead Reckoning Part One,2023-07-08,37.2494,7.5,"(28, 12)","['Action', 'Adventure']",2023,571125435.0,291000000.0
1373723,The Codes of War,2025-03-20,31.1645,6.1,"(28, 10752)","['Action', 'War']",2025,0.0,0.0
138843,The Conjuring,2013-07-18,38.3044,7.54,"(27, 53)","['Horror', 'Thriller']",2013,320415166.0,13000000.0
346698,Barbie,2023-07-19,35.9284,6.974,"(35, 12)","['Comedy', 'Adventure']",2023,1445638421.0,145000000.0
693134,Dune: Part Two,2024-02-27,32.4911,8.146,"(878, 12)","['Science Fiction', 'Adventure']",2024,714444358.0,190000000.0
715287,Stepmom's Desire,2020-05-29,36.0681,6.8,"(18, 10749)","['Drama', 'Romance']",2020,0.0,0.0
1317088,The Assessment,2025-03-21,33.3588,7.056,"(878, 18, 53)","['Science Fiction', 'Drama', 'Thriller']",2025,279328.0,8000000.0
1356039,Counterattack,2025-02-27,34.2179,8.351,"(28, 12, 53)","['Action', 'Adventure', 'Thriller']",2025,0.0,0.0
402431,Wicked,2024-11-20,36.6902,6.9,"(18, 10749, 14)","['Drama', 'Romance', 'Fantasy']",2024,751736617.0,150000000.0
293660,Deadpool,2016-02-09,31.6551,7.622,"(28, 12, 35)","['Action', 'Adventure', 'Comedy']",2016,782837347.0,58000000.0
1061474,Superman,2025-07-09,32.1332,0.0,"(28, 878)","['Action', 'Science Fiction']",2025,0.0,0.0
1097549,Babygirl,2024-12-25,31.5012,5.766,"(18,)",['Drama'],2024,60934894.0,20000000.0
298618,The Flash,2023-06-13,30.2593,6.7,"(12, 28, 878)","['Adventure', 'Action', 'Science Fiction']",2023,271333313.0,220000000.0
1353117,Home Sweet Home: Rebirth,2025-03-20,29.0019,6.314,"(27, 14, 53, 9648, 28)","['Horror', 'Fantasy', 'Thriller', 'Mystery', 'Action']",2025,235.0,0.0
573435,Bad Boys: Ride or Die,2024-06-05,28.946,7.381,"(28, 35, 80, 53, 12)","['Action', 'Comedy', 'Crime', 'Thriller', 'Adventure']",2024,404547819.0,100000000.0
1288070,The Luckiest Man in America,2025-04-04,28.6756,6.5,"(18, 53)","['Drama', 'Thriller']",2025,282000.0,0.0
438631,Dune,2021-09-15,28.0074,7.781,"(878, 12)","['Science Fiction', 'Adventure']",2021,407573628.0,165000000.0
496243,Parasite,2019-05-30,27.9768,8.5,"(35, 53, 18)","['Comedy', 'Thriller', 'Drama']",2019,257591776.0,11363000.0
1433570,Betray: Thirst,2025-05-06,27.8593,0.0,"(18, 10749)","['Drama', 'Romance']",2025,0.0,0.0
393897,EFC,2024-08-20,27.7236,4.5,"(18,)",['Drama'],2024,0.0,0.0
372058,Your Name.,2016-08-26,27.5112,8.483,"(16, 10749, 18)","['Animation', 'Romance', 'Drama']",2016,358000000.0,0.0
808,Shrek,2001-05-18,27.3891,7.751,"(16, 35, 14, 12, 10751)","['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",2001,488628188.0,60000000.0
592695,Pleasure,2021-10-08,27.3293,6.295,"(18,)",['Drama'],2021,393824.0,1800000.0
